% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.1	1	1	1	0	1	12	1	12	0.003	0	0.003	0.003	12	0	12	12	
0	0.1	1	1	1	1	1	41	1	2	0	0	0	0	2	0	2	2	
0	0.1	1	1	1	3	44	51808	42	49426	0.003	0	0.003	0.003	1176.81	91.9648	595	1191	
0.1	0.2	1	1	1	3	100	119100	100	119100	0.003	0	0.003	0.003	1191	0	1191	1191	
0.2	0.3	1	1	1	1	2	82	2	43	0.0015	0.00212132	0	0.003	21.5	27.5772	2	41	
0.2	0.3	1	1	1	3	100	176926	100	175636	0.003	0	0.003	0.003	1756.36	235.547	595	1836	
0.3	0.4	1	1	1	3	100	183600	100	183600	0.003	0	0.003	0.003	1836	0	1836	1836	
0.4	0.5	1	1	1	1	2	82	2	43	0.0015	0.00212132	0	0.003	21.5	27.5772	2	41	
0.4	0.5	1	1	1	3	192	190730	190	190534	0.003	0	0.003	0.003	1002.81	192.776	483	1836	
