% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.1	1	1	1	0	1	6	1	6	0.00471429	0	0.00471429	0.00471429	6	0	6	6	
0	0.1	1	1	1	1	1	7	3	17	0.00314286	0.00272179	0	0.00471429	5.66667	3.21455	2	8	
0	0.1	1	1	1	3	49	6644	44	6028	0.00471429	0	0.00471429	0.00471429	137	0	137	137	
0.1	0.2	1	1	1	3	100	13700	100	13700	0.00471429	0	0.00471429	0.00471429	137	0	137	137	
0.2	0.3	1	1	1	1	1	7	4	18	0.00235714	0.00272179	0	0.00471429	4.5	2.88675	2	7	
0.2	0.3	1	1	1	3	100	13631	100	13631	0.00471429	0	0.00471429	0.00471429	136.31	6.9	68	137	
0.3	0.4	1	1	1	3	100	13700	100	13700	0.00471429	0	0.00471429	0.00471429	137	0	137	137	
0.4	0.5	1	1	1	1	1	7	4	18	0.00235714	0.00272179	0	0.00471429	4.5	2.88675	2	7	
0.4	0.5	1	1	1	3	100	13631	100	13631	0.00471429	0	0.00471429	0.00471429	136.31	6.9	68	137	
